======================================================================
PRETRAINING Phase 3
======================================================================
Dataset size: 10,000,000 samples
Training sequence length: 2048
Loading from Phase 2 model: ./pyr-135m-base-2

Loading tokenizer from Phase 2...
Tokenizer loaded: vocab_size=16384

Loading Pyr model from Phase 3...
Pyr model loaded: 135.3M parameters

Loading FineWeb-EDU dataset (10,000,000 samples)...
Resolving data files: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2410/2410 [00:00<00:00, 6599.54it/s]
Loading dataset shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 98/98 [00:00<00:00, 98.65it/s]
Dataset loaded:
   Train: 9,575,379 samples
   Eval: 96,722 samples
Tokenizing dataset...
Tokenizing (num_proc=4): 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 9575379/9575379 [2:33:35<00:00, 1039.08 examples/s]
Tokenizing (num_proc=4): 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 96722/96722 [01:51<00:00, 868.81 examples/s]
Dataset tokenized

Training configuration:
   Batch size: 8
   Gradient accumulation: 32
   Effective batch size: 256
   Total training steps: 37,403
   Estimated training time: 1558.5 minutes

Testing forward pass with longer sequence...
Forward pass successful!
   Current loss: 3.5939
   Output shape: torch.Size([1, 512, 16384])

======================================================================
STARTING PYR PHASE 3 PRETRAINING
======================================================================
Press Ctrl+C to stop training and save current checkpoint
{'loss': 3.3136, 'grad_norm': 0.58203125, 'learning_rate': 2e-05, 'epoch': 0.0}
{'loss': 3.1433, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.53}
{'loss': 3.1401, 'grad_norm': 0.47265625, 'learning_rate': 2e-05, 'epoch': 0.53}
{'loss': 3.1419, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.53}
{'loss': 3.1432, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.53}
{'eval_loss': 3.144566297531128, 'eval_runtime': 1864.1221, 'eval_samples_per_second': 51.886, 'eval_steps_per_second': 6.486, 'epoch': 0.53}
{'loss': 3.1415, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.54}
{'loss': 3.1413, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.54}
{'loss': 3.1426, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.54}
{'loss': 3.1376, 'grad_norm': 0.5078125, 'learning_rate': 2e-05, 'epoch': 0.55}
{'loss': 3.1443, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.55}
{'loss': 3.1384, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.55}
{'loss': 3.1475, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.55}
{'loss': 3.142, 'grad_norm': 0.5703125, 'learning_rate': 2e-05, 'epoch': 0.56}
{'loss': 3.1411, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.56}
{'loss': 3.1397, 'grad_norm': 0.4609375, 'learning_rate': 2e-05, 'epoch': 0.56}
{'eval_loss': 3.144411325454712, 'eval_runtime': 1861.9414, 'eval_samples_per_second': 51.947, 'eval_steps_per_second': 6.494, 'epoch': 0.56}
{'loss': 3.1422, 'grad_norm': 0.5234375, 'learning_rate': 2e-05, 'epoch': 0.56}
{'loss': 3.1416, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.57}
{'loss': 3.1446, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.57}
{'loss': 3.1374, 'grad_norm': 0.453125, 'learning_rate': 2e-05, 'epoch': 0.57}
{'loss': 3.1409, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.57}
{'loss': 3.1457, 'grad_norm': 0.46875, 'learning_rate': 2e-05, 'epoch': 0.58}
{'loss': 3.1446, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.58}
{'loss': 3.144, 'grad_norm': 0.52734375, 'learning_rate': 2e-05, 'epoch': 0.58}
{'loss': 3.1458, 'grad_norm': 0.54296875, 'learning_rate': 2e-05, 'epoch': 0.59}
{'loss': 3.1405, 'grad_norm': 0.46484375, 'learning_rate': 2e-05, 'epoch': 0.59}
{'eval_loss': 3.1442832946777344, 'eval_runtime': 1937.3925, 'eval_samples_per_second': 49.924, 'eval_steps_per_second': 6.241, 'epoch': 0.59}
{'loss': 3.1443, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.59}
{'loss': 3.1423, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.59}
{'loss': 3.1395, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.6}
{'loss': 3.1385, 'grad_norm': 0.486328125, 'learning_rate': 2e-05, 'epoch': 0.6}
{'loss': 3.1407, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.6}
{'loss': 3.1422, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.6}
{'loss': 3.1447, 'grad_norm': 0.486328125, 'learning_rate': 2e-05, 'epoch': 0.61}
{'loss': 3.1389, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.61}
{'loss': 3.1403, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.61}
{'loss': 3.145, 'grad_norm': 0.46484375, 'learning_rate': 2e-05, 'epoch': 0.61}
{'eval_loss': 3.144152879714966, 'eval_runtime': 2544.9407, 'eval_samples_per_second': 38.006, 'eval_steps_per_second': 4.751, 'epoch': 0.61}
{'loss': 3.144, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.62}
{'loss': 3.1457, 'grad_norm': 0.474609375, 'learning_rate': 2e-05, 'epoch': 0.62}
{'loss': 3.1401, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.62}
{'loss': 3.1385, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.63}
{'loss': 3.1388, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.63}
{'loss': 3.1458, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.63}
{'loss': 3.1403, 'grad_norm': 0.45703125, 'learning_rate': 2e-05, 'epoch': 0.63}
{'loss': 3.1449, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.64}
{'loss': 3.1448, 'grad_norm': 0.466796875, 'learning_rate': 2e-05, 'epoch': 0.64}
{'loss': 3.1404, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.64}
{'eval_loss': 3.1440484523773193, 'eval_runtime': 1897.3019, 'eval_samples_per_second': 50.979, 'eval_steps_per_second': 6.373, 'epoch': 0.64}
{'loss': 3.1446, 'grad_norm': 0.546875, 'learning_rate': 2e-05, 'epoch': 0.64}
{'loss': 3.1461, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.65}
{'loss': 3.1445, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.65}
{'loss': 3.1448, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.65}
{'loss': 3.1422, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.66}
{'loss': 3.1416, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.66}
{'loss': 3.1473, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.66}
{'loss': 3.1406, 'grad_norm': 0.47265625, 'learning_rate': 2e-05, 'epoch': 0.66}
{'loss': 3.1374, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.67}
{'loss': 3.1399, 'grad_norm': 0.474609375, 'learning_rate': 2e-05, 'epoch': 0.67}
{'eval_loss': 3.1439285278320312, 'eval_runtime': 2243.0423, 'eval_samples_per_second': 43.121, 'eval_steps_per_second': 5.39, 'epoch': 0.67}
{'loss': 3.141, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.67}
{'loss': 3.1377, 'grad_norm': 0.515625, 'learning_rate': 2e-05, 'epoch': 0.67}
{'loss': 3.1464, 'grad_norm': 0.51171875, 'learning_rate': 2e-05, 'epoch': 0.68}
{'loss': 3.1384, 'grad_norm': 0.486328125, 'learning_rate': 2e-05, 'epoch': 0.68}
{'loss': 3.1445, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.68}
{'loss': 3.1439, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.68}
{'loss': 3.1407, 'grad_norm': 0.474609375, 'learning_rate': 2e-05, 'epoch': 0.69}
{'loss': 3.1447, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.69}
{'loss': 3.1426, 'grad_norm': 0.470703125, 'learning_rate': 2e-05, 'epoch': 0.69}
{'loss': 3.1339, 'grad_norm': 0.486328125, 'learning_rate': 2e-05, 'epoch': 0.7}
{'eval_loss': 3.1438419818878174, 'eval_runtime': 1863.9131, 'eval_samples_per_second': 51.892, 'eval_steps_per_second': 6.487, 'epoch': 0.7}
{'loss': 3.1375, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.7}
{'loss': 3.1467, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.7}
{'loss': 3.1415, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.7}
{'loss': 3.1479, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.71}
{'loss': 3.1425, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.71}
{'loss': 3.1432, 'grad_norm': 0.466796875, 'learning_rate': 2e-05, 'epoch': 0.71}
{'loss': 3.1413, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.71}
{'loss': 3.1415, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.72}
{'loss': 3.1408, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.72}
{'loss': 3.1419, 'grad_norm': 0.47265625, 'learning_rate': 2e-05, 'epoch': 0.72}
{'eval_loss': 3.143745183944702, 'eval_runtime': 1866.4928, 'eval_samples_per_second': 51.82, 'eval_steps_per_second': 6.478, 'epoch': 0.72}
{'loss': 3.143, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.72}
{'loss': 3.1399, 'grad_norm': 0.494140625, 'learning_rate': 2e-05, 'epoch': 0.73}
{'loss': 3.1452, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.73}
{'loss': 3.1374, 'grad_norm': 0.498046875, 'learning_rate': 2e-05, 'epoch': 0.73}
{'loss': 3.1398, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.74}
{'loss': 3.1354, 'grad_norm': 0.46484375, 'learning_rate': 2e-05, 'epoch': 0.74}
{'loss': 3.1418, 'grad_norm': 0.5234375, 'learning_rate': 2e-05, 'epoch': 0.74}
{'loss': 3.1441, 'grad_norm': 0.498046875, 'learning_rate': 2e-05, 'epoch': 0.74}
{'loss': 3.1408, 'grad_norm': 0.494140625, 'learning_rate': 2e-05, 'epoch': 0.75}
{'loss': 3.1467, 'grad_norm': 0.462890625, 'learning_rate': 2e-05, 'epoch': 0.75}
{'eval_loss': 3.1436591148376465, 'eval_runtime': 1894.2124, 'eval_samples_per_second': 51.062, 'eval_steps_per_second': 6.383, 'epoch': 0.75}
{'loss': 3.1455, 'grad_norm': 0.53125, 'learning_rate': 2e-05, 'epoch': 0.75}
{'loss': 3.1395, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.75}
{'loss': 3.1407, 'grad_norm': 0.453125, 'learning_rate': 2e-05, 'epoch': 0.76}
{'loss': 3.1385, 'grad_norm': 0.466796875, 'learning_rate': 2e-05, 'epoch': 0.76}
{'loss': 3.1422, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.76}
{'loss': 3.1371, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.76}
{'loss': 3.1389, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.77}
{'loss': 3.1389, 'grad_norm': 0.46875, 'learning_rate': 2e-05, 'epoch': 0.77}
{'loss': 3.1404, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.77}
{'loss': 3.1424, 'grad_norm': 0.47265625, 'learning_rate': 2e-05, 'epoch': 0.78}
{'eval_loss': 3.143569231033325, 'eval_runtime': 1903.5781, 'eval_samples_per_second': 50.811, 'eval_steps_per_second': 6.352, 'epoch': 0.78}
{'loss': 3.1419, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.78}
{'loss': 3.1444, 'grad_norm': 0.466796875, 'learning_rate': 2e-05, 'epoch': 0.78}
{'loss': 3.1398, 'grad_norm': 0.466796875, 'learning_rate': 2e-05, 'epoch': 0.78}
{'loss': 3.1417, 'grad_norm': 0.49609375, 'learning_rate': 2e-05, 'epoch': 0.79}
{'loss': 3.1395, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.79}
{'loss': 3.1394, 'grad_norm': 0.51171875, 'learning_rate': 2e-05, 'epoch': 0.79}
{'loss': 3.1422, 'grad_norm': 0.453125, 'learning_rate': 2e-05, 'epoch': 0.79}
{'loss': 3.1397, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.8}
{'loss': 3.1454, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.8}
{'loss': 3.1413, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.8}
{'eval_loss': 3.1434972286224365, 'eval_runtime': 1854.9406, 'eval_samples_per_second': 52.143, 'eval_steps_per_second': 6.518, 'epoch': 0.8}
{'loss': 3.1421, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.8}
{'loss': 3.1413, 'grad_norm': 0.486328125, 'learning_rate': 2e-05, 'epoch': 0.81}
{'loss': 3.139, 'grad_norm': 0.55078125, 'learning_rate': 2e-05, 'epoch': 0.81}
{'loss': 3.1391, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.81}
{'loss': 3.1389, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.82}
{'loss': 3.1455, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.82}
{'loss': 3.1449, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.82}
{'loss': 3.1358, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.82}
{'loss': 3.1399, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.83}
{'loss': 3.1424, 'grad_norm': 0.5078125, 'learning_rate': 2e-05, 'epoch': 0.83}
{'eval_loss': 3.143423318862915, 'eval_runtime': 1857.6628, 'eval_samples_per_second': 52.067, 'eval_steps_per_second': 6.509, 'epoch': 0.83}
{'loss': 3.1397, 'grad_norm': 0.48046875, 'learning_rate': 2e-05, 'epoch': 0.83}
{'loss': 3.1385, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.83}
{'loss': 3.1431, 'grad_norm': 0.48828125, 'learning_rate': 2e-05, 'epoch': 0.84}
{'loss': 3.1413, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.84}
{'loss': 3.1427, 'grad_norm': 0.515625, 'learning_rate': 2e-05, 'epoch': 0.84}
{'loss': 3.1433, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.84}
{'loss': 3.1386, 'grad_norm': 0.498046875, 'learning_rate': 2e-05, 'epoch': 0.85}
{'loss': 3.1456, 'grad_norm': 0.5078125, 'learning_rate': 2e-05, 'epoch': 0.85}
{'loss': 3.1442, 'grad_norm': 0.46484375, 'learning_rate': 2e-05, 'epoch': 0.85}
{'loss': 3.1402, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.86}
{'eval_loss': 3.1433539390563965, 'eval_runtime': 1863.261, 'eval_samples_per_second': 51.91, 'eval_steps_per_second': 6.489, 'epoch': 0.86}
{'loss': 3.1421, 'grad_norm': 0.51171875, 'learning_rate': 2e-05, 'epoch': 0.86}
{'loss': 3.1406, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.86}
{'loss': 3.1392, 'grad_norm': 0.5, 'learning_rate': 2e-05, 'epoch': 0.86}
{'loss': 3.1386, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.87}
{'loss': 3.14, 'grad_norm': 0.458984375, 'learning_rate': 2e-05, 'epoch': 0.87}
{'loss': 3.139, 'grad_norm': 0.515625, 'learning_rate': 2e-05, 'epoch': 0.87}
{'loss': 3.1467, 'grad_norm': 0.478515625, 'learning_rate': 2e-05, 'epoch': 0.87}
{'loss': 3.141, 'grad_norm': 0.5078125, 'learning_rate': 2e-05, 'epoch': 0.88}
{'loss': 3.1414, 'grad_norm': 0.490234375, 'learning_rate': 2e-05, 'epoch': 0.88}
{'loss': 3.1409, 'grad_norm': 0.46875, 'learning_rate': 2e-05, 'epoch': 0.88}
{'eval_loss': 3.1432876586914062, 'eval_runtime': 1867.3847, 'eval_samples_per_second': 51.795, 'eval_steps_per_second': 6.475, 'epoch': 0.88}
{'loss': 3.1436, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.88}
{'loss': 3.1394, 'grad_norm': 0.4921875, 'learning_rate': 2e-05, 'epoch': 0.89}
{'loss': 3.1411, 'grad_norm': 0.53125, 'learning_rate': 2e-05, 'epoch': 0.89}
{'loss': 3.1387, 'grad_norm': 0.447265625, 'learning_rate': 2e-05, 'epoch': 0.89}
{'loss': 3.1433, 'grad_norm': 0.474609375, 'learning_rate': 2e-05, 'epoch': 0.9}
{'loss': 3.1398, 'grad_norm': 0.515625, 'learning_rate': 2e-05, 'epoch': 0.9}
{'loss': 3.1424, 'grad_norm': 0.4765625, 'learning_rate': 2e-05, 'epoch': 0.9}
{'loss': 3.1413, 'grad_norm': 0.482421875, 'learning_rate': 2e-05, 'epoch': 0.9}
{'loss': 3.1474, 'grad_norm': 0.50390625, 'learning_rate': 2e-05, 'epoch': 0.91}
{'loss': 3.1381, 'grad_norm': 0.49609375, 'learning_rate': 2e-05, 'epoch': 0.91}
{'eval_loss': 3.1432301998138428, 'eval_runtime': 2042.9431, 'eval_samples_per_second': 47.344, 'eval_steps_per_second': 5.918, 'epoch': 0.91}
{'loss': 3.1423, 'grad_norm': 0.47265625, 'learning_rate': 2e-05, 'epoch': 0.91}
{'loss': 3.144, 'grad_norm': 0.484375, 'learning_rate': 2e-05, 'epoch': 0.91}
{'loss': 3.1442, 'grad_norm': 0.4609375, 'learning_rate': 2e-05, 'epoch': 0.92}
{'loss': 3.1401, 'grad_norm': 0.51171875, 'learning_rate': 2e-05, 'epoch': 0.92}
