
{'loss': 1.7778, 'grad_norm': 0.46793779730796814, 'learning_rate': 8.794961280484156e-05, 'epoch': 0.46}
{'loss': 1.6822, 'grad_norm': 0.47244176268577576, 'learning_rate': 7.125086842210578e-05, 'epoch': 0.72}
{'loss': 1.6793, 'grad_norm': 0.4781627953052521, 'learning_rate': 7.120474935314965e-05, 'epoch': 0.73}
{'loss': 1.6864, 'grad_norm': 0.48854225873947144, 'learning_rate': 7.11586082766429e-05, 'epoch': 0.73}
{'loss': 1.6827, 'grad_norm': 0.471929132938385, 'learning_rate': 7.111244524047347e-05, 'epoch': 0.73}
{'loss': 1.6811, 'grad_norm': 0.4780880808830261, 'learning_rate': 7.10662602925521e-05, 'epoch': 0.73}
{'loss': 1.6757, 'grad_norm': 0.4721210300922394, 'learning_rate': 7.102005348081234e-05, 'epoch': 0.73}
{'loss': 1.6809, 'grad_norm': 0.47093504667282104, 'learning_rate': 7.09738248532103e-05, 'epoch': 0.73}
{'loss': 1.6813, 'grad_norm': 0.4775990843772888, 'learning_rate': 7.092757445772482e-05, 'epoch': 0.73}
{'loss': 1.6843, 'grad_norm': 0.47032445669174194, 'learning_rate': 7.088130234235733e-05, 'epoch': 0.73}
{'loss': 1.684, 'grad_norm': 0.4712490737438202, 'learning_rate': 7.083500855513178e-05, 'epoch': 0.73}
{'loss': 1.6788, 'grad_norm': 0.4616487920284271, 'learning_rate': 7.078869314409457e-05, 'epoch': 0.73}
{'loss': 1.6822, 'grad_norm': 0.503427267074585, 'learning_rate': 7.074235615731467e-05, 'epoch': 0.73}
{'loss': 1.683, 'grad_norm': 0.46915963292121887, 'learning_rate': 7.06959976428833e-05, 'epoch': 0.73}
{'loss': 1.6831, 'grad_norm': 0.47336652874946594, 'learning_rate': 7.064961764891412e-05, 'epoch': 0.73}
{'loss': 1.6865, 'grad_norm': 0.4747699201107025, 'learning_rate': 7.0603216223543e-05, 'epoch': 0.73}
{'loss': 1.6835, 'grad_norm': 0.4884013235569, 'learning_rate': 7.055679341492817e-05, 'epoch': 0.73}
{'loss': 1.6764, 'grad_norm': 0.4829952120780945, 'learning_rate': 7.05103492712499e-05, 'epoch': 0.74}
{'loss': 1.6845, 'grad_norm': 0.47015026211738586, 'learning_rate': 7.046388384071079e-05, 'epoch': 0.74}
{'loss': 1.6823, 'grad_norm': 0.46488335728645325, 'learning_rate': 7.041739717153534e-05, 'epoch': 0.74}
{'loss': 1.6798, 'grad_norm': 0.460982084274292, 'learning_rate': 7.03708893119702e-05, 'epoch': 0.74}
{'eval_loss': 1.684478759765625, 'eval_runtime': 955.1908, 'eval_samples_per_second': 209.382, 'eval_steps_per_second': 26.173, 'epoch': 0.74}
{'loss': 1.6775, 'grad_norm': 0.482101172208786, 'learning_rate': 7.032436031028402e-05, 'epoch': 0.74}
{'loss': 1.6793, 'grad_norm': 0.47412949800491333, 'learning_rate': 7.027781021476735e-05, 'epoch': 0.74}
{'loss': 1.6837, 'grad_norm': 0.4802277386188507, 'learning_rate': 7.023123907373265e-05, 'epoch': 0.74}
{'loss': 1.6765, 'grad_norm': 0.47235098481178284, 'learning_rate': 7.018464693551424e-05, 'epoch': 0.74}
{'loss': 1.6819, 'grad_norm': 0.4784186780452728, 'learning_rate': 7.013803384846818e-05, 'epoch': 0.74}
{'loss': 1.6781, 'grad_norm': 0.47988978028297424, 'learning_rate': 7.009139986097231e-05, 'epoch': 0.74}
{'loss': 1.6818, 'grad_norm': 0.4719407856464386, 'learning_rate': 7.00447450214262e-05, 'epoch': 0.74}
{'loss': 1.6765, 'grad_norm': 0.47861889004707336, 'learning_rate': 6.999806937825096e-05, 'epoch': 0.74}
{'loss': 1.6772, 'grad_norm': 0.4783959686756134, 'learning_rate': 6.995137297988939e-05, 'epoch': 0.74}
{'loss': 1.6812, 'grad_norm': 0.4768312871456146, 'learning_rate': 6.990465587480577e-05, 'epoch': 0.74}
{'loss': 1.6757, 'grad_norm': 0.46548396348953247, 'learning_rate': 6.98579181114859e-05, 'epoch': 0.74}
{'loss': 1.6791, 'grad_norm': 0.4837670624256134, 'learning_rate': 6.981115973843701e-05, 'epoch': 0.74}
{'loss': 1.6796, 'grad_norm': 0.46309250593185425, 'learning_rate': 6.976438080418772e-05, 'epoch': 0.75}
{'loss': 1.6775, 'grad_norm': 0.46670064330101013, 'learning_rate': 6.9717581357288e-05, 'epoch': 0.75}
{'loss': 1.6847, 'grad_norm': 0.46851831674575806, 'learning_rate': 6.967076144630911e-05, 'epoch': 0.75}
{'loss': 1.6793, 'grad_norm': 0.48507484793663025, 'learning_rate': 6.962392111984351e-05, 'epoch': 0.75}
{'loss': 1.6804, 'grad_norm': 0.47452425956726074, 'learning_rate': 6.957706042650488e-05, 'epoch': 0.75}
{'loss': 1.6809, 'grad_norm': 0.48923587799072266, 'learning_rate': 6.953017941492806e-05, 'epoch': 0.75}
{'loss': 1.6822, 'grad_norm': 0.46503350138664246, 'learning_rate': 6.948327813376893e-05, 'epoch': 0.75}
{'loss': 1.6761, 'grad_norm': 0.4805513322353363, 'learning_rate': 6.943635663170446e-05, 'epoch': 0.75}
{'eval_loss': 1.681232213973999, 'eval_runtime': 820.0839, 'eval_samples_per_second': 243.877, 'eval_steps_per_second': 30.485, 'epoch': 0.75}
{'loss': 1.6796, 'grad_norm': 0.4835307002067566, 'learning_rate': 6.938941495743255e-05, 'epoch': 0.75}
{'loss': 1.6772, 'grad_norm': 0.47761836647987366, 'learning_rate': 6.934245315967207e-05, 'epoch': 0.75}
{'loss': 1.674, 'grad_norm': 0.45464888215065, 'learning_rate': 6.929547128716279e-05, 'epoch': 0.75}
{'loss': 1.6766, 'grad_norm': 0.4655151963233948, 'learning_rate': 6.924846938866524e-05, 'epoch': 0.75}
{'loss': 1.6791, 'grad_norm': 0.4612787961959839, 'learning_rate': 6.920144751296084e-05, 'epoch': 0.75}
{'loss': 1.6765, 'grad_norm': 0.4660661220550537, 'learning_rate': 6.915440570885167e-05, 'epoch': 0.75}
{'loss': 1.6734, 'grad_norm': 0.4723767042160034, 'learning_rate': 6.91073440251605e-05, 'epoch': 0.75}
{'loss': 1.6759, 'grad_norm': 0.47946420311927795, 'learning_rate': 6.906026251073077e-05, 'epoch': 0.76}
{'loss': 1.6731, 'grad_norm': 0.48896387219429016, 'learning_rate': 6.901316121442645e-05, 'epoch': 0.76}
{'loss': 1.6749, 'grad_norm': 0.4576915204524994, 'learning_rate': 6.89660401851321e-05, 'epoch': 0.76}
{'loss': 1.68, 'grad_norm': 0.4678991734981537, 'learning_rate': 6.891889947175272e-05, 'epoch': 0.76}
{'loss': 1.672, 'grad_norm': 0.49005621671676636, 'learning_rate': 6.887173912321372e-05, 'epoch': 0.76}
{'loss': 1.6787, 'grad_norm': 0.46692609786987305, 'learning_rate': 6.882455918846095e-05, 'epoch': 0.76}
{'loss': 1.6713, 'grad_norm': 0.462471604347229, 'learning_rate': 6.877735971646053e-05, 'epoch': 0.76}
{'loss': 1.6696, 'grad_norm': 0.48332467675209045, 'learning_rate': 6.873014075619889e-05, 'epoch': 0.76}
{'loss': 1.6789, 'grad_norm': 0.4687142074108124, 'learning_rate': 6.868290235668267e-05, 'epoch': 0.76}
{'loss': 1.6735, 'grad_norm': 0.4781288504600525, 'learning_rate': 6.863564456693872e-05, 'epoch': 0.76}
{'loss': 1.6756, 'grad_norm': 0.46007242798805237, 'learning_rate': 6.858836743601395e-05, 'epoch': 0.76}
{'loss': 1.6767, 'grad_norm': 0.46759822964668274, 'learning_rate': 6.854107101297539e-05, 'epoch': 0.76}
{'loss': 1.6738, 'grad_norm': 0.48795562982559204, 'learning_rate': 6.849375534691008e-05, 'epoch': 0.76}
{'eval_loss': 1.6778637170791626, 'eval_runtime': 818.755, 'eval_samples_per_second': 244.273, 'eval_steps_per_second': 30.534, 'epoch': 0.76}
{'loss': 1.6772, 'grad_norm': 0.4714564085006714, 'learning_rate': 6.844642048692507e-05, 'epoch': 0.76}
{'loss': 1.6742, 'grad_norm': 0.4768252968788147, 'learning_rate': 6.839906648214723e-05, 'epoch': 0.76}
{'loss': 1.6725, 'grad_norm': 0.47153937816619873, 'learning_rate': 6.835169338172341e-05, 'epoch': 0.76}
{'loss': 1.6703, 'grad_norm': 0.48482251167297363, 'learning_rate': 6.830430123482023e-05, 'epoch': 0.77}
{'loss': 1.677, 'grad_norm': 0.48220476508140564, 'learning_rate': 6.825689009062405e-05, 'epoch': 0.77}
{'loss': 1.6731, 'grad_norm': 0.47453078627586365, 'learning_rate': 6.820945999834101e-05, 'epoch': 0.77}
{'loss': 1.6741, 'grad_norm': 0.4765104055404663, 'learning_rate': 6.816201100719687e-05, 'epoch': 0.77}
{'loss': 1.6745, 'grad_norm': 0.4621167480945587, 'learning_rate': 6.8114543166437e-05, 'epoch': 0.77}
{'loss': 1.6739, 'grad_norm': 0.4685767590999603, 'learning_rate': 6.80670565253264e-05, 'epoch': 0.77}
{'loss': 1.6758, 'grad_norm': 0.49952030181884766, 'learning_rate': 6.801955113314947e-05, 'epoch': 0.77}
{'loss': 1.6732, 'grad_norm': 0.4800261855125427, 'learning_rate': 6.797202703921015e-05, 'epoch': 0.77}
{'loss': 1.6665, 'grad_norm': 0.4875745177268982, 'learning_rate': 6.792448429283178e-05, 'epoch': 0.77}
{'loss': 1.6717, 'grad_norm': 0.4691411554813385, 'learning_rate': 6.787692294335707e-05, 'epoch': 0.77}
{'loss': 1.6712, 'grad_norm': 0.4725949168205261, 'learning_rate': 6.782934304014801e-05, 'epoch': 0.77}
{'loss': 1.6702, 'grad_norm': 0.488643616437912, 'learning_rate': 6.778174463258584e-05, 'epoch': 0.77}
{'loss': 1.6719, 'grad_norm': 0.48184359073638916, 'learning_rate': 6.773412777007101e-05, 'epoch': 0.77}
{'loss': 1.6727, 'grad_norm': 0.4565405249595642, 'learning_rate': 6.768649250202317e-05, 'epoch': 0.77}
{'loss': 1.6697, 'grad_norm': 0.46269431710243225, 'learning_rate': 6.763883887788098e-05, 'epoch': 0.77}
{'loss': 1.6725, 'grad_norm': 0.4614698886871338, 'learning_rate': 6.759116694710228e-05, 'epoch': 0.78}
{'loss': 1.6667, 'grad_norm': 0.49202218651771545, 'learning_rate': 6.754347675916376e-05, 'epoch': 0.78}
{'eval_loss': 1.6746805906295776, 'eval_runtime': 816.6554, 'eval_samples_per_second': 244.901, 'eval_steps_per_second': 30.613, 'epoch': 0.78}
{'loss': 1.6696, 'grad_norm': 0.47037166357040405, 'learning_rate': 6.74957683635612e-05, 'epoch': 0.78}
{'loss': 1.6692, 'grad_norm': 0.47013047337532043, 'learning_rate': 6.744804180980918e-05, 'epoch': 0.78}
{'loss': 1.677, 'grad_norm': 0.47139352560043335, 'learning_rate': 6.740029714744116e-05, 'epoch': 0.78}
{'loss': 1.672, 'grad_norm': 0.46407437324523926, 'learning_rate': 6.735253442600939e-05, 'epoch': 0.78}
{'loss': 1.6737, 'grad_norm': 0.4619222581386566, 'learning_rate': 6.730475369508486e-05, 'epoch': 0.78}
{'loss': 1.6701, 'grad_norm': 0.47077593207359314, 'learning_rate': 6.725695500425728e-05, 'epoch': 0.78}
{'loss': 1.6746, 'grad_norm': 0.48710402846336365, 'learning_rate': 6.720913840313497e-05, 'epoch': 0.78}
{'loss': 1.6725, 'grad_norm': 0.4809773564338684, 'learning_rate': 6.716130394134479e-05, 'epoch': 0.78}
{'loss': 1.6713, 'grad_norm': 0.46492645144462585, 'learning_rate': 6.711345166853227e-05, 'epoch': 0.78}
{'loss': 1.6682, 'grad_norm': 0.513763427734375, 'learning_rate': 6.706558163436129e-05, 'epoch': 0.78}
{'loss': 1.6733, 'grad_norm': 0.4803476333618164, 'learning_rate': 6.701769388851423e-05, 'epoch': 0.78}
{'loss': 1.6622, 'grad_norm': 0.4796932637691498, 'learning_rate': 6.696978848069186e-05, 'epoch': 0.78}
{'loss': 1.6687, 'grad_norm': 0.48670315742492676, 'learning_rate': 6.692186546061327e-05, 'epoch': 0.78}
{'loss': 1.6697, 'grad_norm': 0.4676418602466583, 'learning_rate': 6.687392487801578e-05, 'epoch': 0.78}
{'loss': 1.6705, 'grad_norm': 0.4912746846675873, 'learning_rate': 6.682596678265503e-05, 'epoch': 0.79}
{'loss': 1.6703, 'grad_norm': 0.49713054299354553, 'learning_rate': 6.677799122430473e-05, 'epoch': 0.79}
{'loss': 1.668, 'grad_norm': 0.47481054067611694, 'learning_rate': 6.672999825275681e-05, 'epoch': 0.79}
{'loss': 1.6691, 'grad_norm': 0.47285574674606323, 'learning_rate': 6.668198791782123e-05, 'epoch': 0.79}
{'loss': 1.6675, 'grad_norm': 0.46060675382614136, 'learning_rate': 6.663396026932598e-05, 'epoch': 0.79}
{'loss': 1.6634, 'grad_norm': 0.4701139032840729, 'learning_rate': 6.658591535711697e-05, 'epoch': 0.79}
{'eval_loss': 1.67144775390625, 'eval_runtime': 821.1027, 'eval_samples_per_second': 243.575, 'eval_steps_per_second': 30.447, 'epoch': 0.79}
{'loss': 1.6714, 'grad_norm': 0.4776146411895752, 'learning_rate': 6.653785323105809e-05, 'epoch': 0.79}
{'loss': 1.6717, 'grad_norm': 0.4814087152481079, 'learning_rate': 6.648977394103109e-05, 'epoch': 0.79}
{'loss': 1.6664, 'grad_norm': 0.46576201915740967, 'learning_rate': 6.644167753693549e-05, 'epoch': 0.79}
{'loss': 1.6677, 'grad_norm': 0.46760737895965576, 'learning_rate': 6.639356406868862e-05, 'epoch': 0.79}
{'loss': 1.6727, 'grad_norm': 0.4769970774650574, 'learning_rate': 6.634543358622552e-05, 'epoch': 0.79}
{'loss': 1.6686, 'grad_norm': 0.47402921319007874, 'learning_rate': 6.629728613949882e-05, 'epoch': 0.79}
{'loss': 1.666, 'grad_norm': 0.4782468378543854, 'learning_rate': 6.624912177847882e-05, 'epoch': 0.79}
{'loss': 1.6704, 'grad_norm': 0.4749424159526825, 'learning_rate': 6.620094055315338e-05, 'epoch': 0.79}
{'loss': 1.671, 'grad_norm': 0.470307320356369, 'learning_rate': 6.615274251352784e-05, 'epoch': 0.79}
{'loss': 1.6692, 'grad_norm': 0.47085413336753845, 'learning_rate': 6.610452770962497e-05, 'epoch': 0.8}
{'loss': 1.6658, 'grad_norm': 0.48471423983573914, 'learning_rate': 6.605629619148499e-05, 'epoch': 0.8}
{'loss': 1.6661, 'grad_norm': 0.46250540018081665, 'learning_rate': 6.600804800916542e-05, 'epoch': 0.8}
{'loss': 1.6653, 'grad_norm': 0.4665084779262543, 'learning_rate': 6.59597832127411e-05, 'epoch': 0.8}
{'loss': 1.6646, 'grad_norm': 0.47126156091690063, 'learning_rate': 6.591150185230411e-05, 'epoch': 0.8}
{'loss': 1.6681, 'grad_norm': 0.46600502729415894, 'learning_rate': 6.586320397796373e-05, 'epoch': 0.8}
{'loss': 1.6642, 'grad_norm': 0.4759828448295593, 'learning_rate': 6.581488963984635e-05, 'epoch': 0.8}
{'loss': 1.663, 'grad_norm': 0.4903264045715332, 'learning_rate': 6.576655888809546e-05, 'epoch': 0.8}
{'loss': 1.6606, 'grad_norm': 0.4753076434135437, 'learning_rate': 6.57182117728716e-05, 'epoch': 0.8}
{'loss': 1.6637, 'grad_norm': 0.4819653034210205, 'learning_rate': 6.56698483443523e-05, 'epoch': 0.8}
{'loss': 1.6665, 'grad_norm': 0.4857388138771057, 'learning_rate': 6.562146865273198e-05, 'epoch': 0.8}
{'eval_loss': 1.6686768531799316, 'eval_runtime': 821.9226, 'eval_samples_per_second': 243.332, 'eval_steps_per_second': 30.416, 'epoch': 0.8}
{'loss': 1.6674, 'grad_norm': 0.4670732617378235, 'learning_rate': 6.557307274822195e-05, 'epoch': 0.8}
{'loss': 1.6609, 'grad_norm': 0.4800613522529602, 'learning_rate': 6.552466068105041e-05, 'epoch': 0.8}
{'loss': 1.665, 'grad_norm': 0.47288593649864197, 'learning_rate': 6.547623250146224e-05, 'epoch': 0.8}
{'loss': 1.6606, 'grad_norm': 0.47832998633384705, 'learning_rate': 6.54277882597191e-05, 'epoch': 0.8}
{'loss': 1.6604, 'grad_norm': 0.46281683444976807, 'learning_rate': 6.53793280060993e-05, 'epoch': 0.8}
{'loss': 1.6618, 'grad_norm': 0.46297091245651245, 'learning_rate': 6.53308517908978e-05, 'epoch': 0.81}
{'loss': 1.6617, 'grad_norm': 0.4683097302913666, 'learning_rate': 6.528235966442607e-05, 'epoch': 0.81}
{'loss': 1.662, 'grad_norm': 0.4872879683971405, 'learning_rate': 6.523385167701214e-05, 'epoch': 0.81}
{'loss': 1.6619, 'grad_norm': 0.4684740900993347, 'learning_rate': 6.518532787900047e-05, 'epoch': 0.81}
{'loss': 1.6582, 'grad_norm': 0.4750438928604126, 'learning_rate': 6.513678832075196e-05, 'epoch': 0.81}
{'loss': 1.6573, 'grad_norm': 0.4744223654270172, 'learning_rate': 6.508823305264386e-05, 'epoch': 0.81}
{'loss': 1.667, 'grad_norm': 0.4827255606651306, 'learning_rate': 6.50396621250697e-05, 'epoch': 0.81}
{'loss': 1.6586, 'grad_norm': 0.47989487648010254, 'learning_rate': 6.499107558843926e-05, 'epoch': 0.81}
{'loss': 1.6636, 'grad_norm': 0.46151652932167053, 'learning_rate': 6.49424734931786e-05, 'epoch': 0.81}
{'loss': 1.6607, 'grad_norm': 0.4712374806404114, 'learning_rate': 6.489385588972982e-05, 'epoch': 0.81}
{'loss': 1.6642, 'grad_norm': 0.4700583815574646, 'learning_rate': 6.484522282855115e-05, 'epoch': 0.81}
{'loss': 1.6645, 'grad_norm': 0.46903401613235474, 'learning_rate': 6.479657436011692e-05, 'epoch': 0.81}
{'loss': 1.6658, 'grad_norm': 0.4845697283744812, 'learning_rate': 6.474791053491737e-05, 'epoch': 0.81}
{'loss': 1.6575, 'grad_norm': 0.46749621629714966, 'learning_rate': 6.46992314034587e-05, 'epoch': 0.81}
{'loss': 1.6624, 'grad_norm': 0.47532936930656433, 'learning_rate': 6.465053701626307e-05, 'epoch': 0.81}
{'eval_loss': 1.6652846336364746, 'eval_runtime': 824.2378, 'eval_samples_per_second': 242.648, 'eval_steps_per_second': 30.331, 'epoch': 0.81}
{'loss': 1.6574, 'grad_norm': 0.4697265625, 'learning_rate': 6.460182742386835e-05, 'epoch': 0.82}
{'loss': 1.6633, 'grad_norm': 0.4883138835430145, 'learning_rate': 6.45531026768283e-05, 'epoch': 0.82}
{'loss': 1.6578, 'grad_norm': 0.47063687443733215, 'learning_rate': 6.450436282571232e-05, 'epoch': 0.82}
{'loss': 1.6598, 'grad_norm': 0.47246667742729187, 'learning_rate': 6.445560792110558e-05, 'epoch': 0.82}
{'loss': 1.6561, 'grad_norm': 0.5188202261924744, 'learning_rate': 6.440683801360876e-05, 'epoch': 0.82}
{'loss': 1.6563, 'grad_norm': 0.4692270755767822, 'learning_rate': 6.43580531538382e-05, 'epoch': 0.82}
{'loss': 1.6539, 'grad_norm': 0.46395063400268555, 'learning_rate': 6.430925339242575e-05, 'epoch': 0.82}
{'loss': 1.6659, 'grad_norm': 0.4703461229801178, 'learning_rate': 6.426043878001868e-05, 'epoch': 0.82}
{'loss': 1.6571, 'grad_norm': 0.48150888085365295, 'learning_rate': 6.42116093672797e-05, 'epoch': 0.82}
{'loss': 1.6587, 'grad_norm': 0.47442862391471863, 'learning_rate': 6.416276520488691e-05, 'epoch': 0.82}
{'loss': 1.654, 'grad_norm': 0.5031751990318298, 'learning_rate': 6.411390634353365e-05, 'epoch': 0.82}
{'loss': 1.6545, 'grad_norm': 0.48553043603897095, 'learning_rate': 6.406503283392856e-05, 'epoch': 0.82}
{'loss': 1.6661, 'grad_norm': 0.4808070957660675, 'learning_rate': 6.40161447267955e-05, 'epoch': 0.82}
{'loss': 1.659, 'grad_norm': 0.4802339971065521, 'learning_rate': 6.396724207287343e-05, 'epoch': 0.82}
{'loss': 1.6556, 'grad_norm': 0.4706536829471588, 'learning_rate': 6.391832492291643e-05, 'epoch': 0.82}
{'loss': 1.6638, 'grad_norm': 0.461512953042984, 'learning_rate': 6.386939332769368e-05, 'epoch': 0.82}
{'loss': 1.6599, 'grad_norm': 0.49740612506866455, 'learning_rate': 6.382044733798925e-05, 'epoch': 0.83}
{'loss': 1.6547, 'grad_norm': 0.47003209590911865, 'learning_rate': 6.377148700460222e-05, 'epoch': 0.83}
{'loss': 1.6605, 'grad_norm': 0.48250654339790344, 'learning_rate': 6.372251237834654e-05, 'epoch': 0.83}
{'loss': 1.6566, 'grad_norm': 0.4826201796531677, 'learning_rate': 6.367352351005098e-05, 'epoch': 0.83}
{'eval_loss': 1.6619460582733154, 'eval_runtime': 816.0821, 'eval_samples_per_second': 245.073, 'eval_steps_per_second': 30.634, 'epoch': 0.83}
{'loss': 1.6601, 'grad_norm': 0.48147326707839966, 'learning_rate': 6.36245204505591e-05, 'epoch': 0.83}
{'loss': 1.657, 'grad_norm': 0.4811156094074249, 'learning_rate': 6.35755032507292e-05, 'epoch': 0.83}
{'loss': 1.6571, 'grad_norm': 0.4809526205062866, 'learning_rate': 6.352647196143424e-05, 'epoch': 0.83}
{'loss': 1.6572, 'grad_norm': 0.4884379208087921, 'learning_rate': 6.347742663356183e-05, 'epoch': 0.83}
{'loss': 1.6547, 'grad_norm': 0.46347734332084656, 'learning_rate': 6.342836731801409e-05, 'epoch': 0.83}
{'loss': 1.6603, 'grad_norm': 0.4714210331439972, 'learning_rate': 6.337929406570776e-05, 'epoch': 0.83}
{'loss': 1.6575, 'grad_norm': 0.4686211049556732, 'learning_rate': 6.33302069275739e-05, 'epoch': 0.83}
{'loss': 1.6576, 'grad_norm': 0.4658505618572235, 'learning_rate': 6.328110595455814e-05, 'epoch': 0.83}
{'loss': 1.6583, 'grad_norm': 0.47863250970840454, 'learning_rate': 6.323199119762034e-05, 'epoch': 0.83}
{'loss': 1.6539, 'grad_norm': 0.4813341200351715, 'learning_rate': 6.318286270773474e-05, 'epoch': 0.83}
{'loss': 1.6561, 'grad_norm': 0.4700481593608856, 'learning_rate': 6.313372053588979e-05, 'epoch': 0.83}
{'loss': 1.6568, 'grad_norm': 0.4797920882701874, 'learning_rate': 6.308456473308818e-05, 'epoch': 0.84}
{'loss': 1.6516, 'grad_norm': 0.4737904965877533, 'learning_rate': 6.303539535034672e-05, 'epoch': 0.84}
{'loss': 1.6559, 'grad_norm': 0.47993263602256775, 'learning_rate': 6.298621243869634e-05, 'epoch': 0.84}
{'loss': 1.6553, 'grad_norm': 0.46689021587371826, 'learning_rate': 6.293701604918195e-05, 'epoch': 0.84}
{'loss': 1.6584, 'grad_norm': 0.47590333223342896, 'learning_rate': 6.288780623286252e-05, 'epoch': 0.84}
{'loss': 1.6564, 'grad_norm': 0.460445374250412, 'learning_rate': 6.283858304081094e-05, 'epoch': 0.84}
{'loss': 1.6607, 'grad_norm': 0.4694920778274536, 'learning_rate': 6.278934652411393e-05, 'epoch': 0.84}
{'loss': 1.6519, 'grad_norm': 0.4758469760417938, 'learning_rate': 6.274009673387209e-05, 'epoch': 0.84}
{'loss': 1.6597, 'grad_norm': 0.48081842064857483, 'learning_rate': 6.26908337211998e-05, 'epoch': 0.84}
{'eval_loss': 1.6588678359985352, 'eval_runtime': 820.9631, 'eval_samples_per_second': 243.616, 'eval_steps_per_second': 30.452, 'epoch': 0.84}
{'loss': 1.6566, 'grad_norm': 0.47966480255126953, 'learning_rate': 6.264155753722511e-05, 'epoch': 0.84}
{'loss': 1.6503, 'grad_norm': 0.4904716908931732, 'learning_rate': 6.259226823308983e-05, 'epoch': 0.84}
{'loss': 1.6601, 'grad_norm': 0.4728163480758667, 'learning_rate': 6.254296585994928e-05, 'epoch': 0.84}
{'loss': 1.655, 'grad_norm': 0.47680723667144775, 'learning_rate': 6.249365046897243e-05, 'epoch': 0.84}
{'loss': 1.6579, 'grad_norm': 0.49468255043029785, 'learning_rate': 6.24443221113417e-05, 'epoch': 0.84}
{'loss': 1.6537, 'grad_norm': 0.5681838989257812, 'learning_rate': 6.239498083825302e-05, 'epoch': 0.84}
{'loss': 1.66, 'grad_norm': 0.48345500230789185, 'learning_rate': 6.234562670091569e-05, 'epoch': 0.84}
{'loss': 1.6523, 'grad_norm': 0.5008702278137207, 'learning_rate': 6.22962597505524e-05, 'epoch': 0.85}
{'loss': 1.6533, 'grad_norm': 0.4842495918273926, 'learning_rate': 6.224688003839903e-05, 'epoch': 0.85}
{'loss': 1.6538, 'grad_norm': 0.4885086119174957, 'learning_rate': 6.219748761570485e-05, 'epoch': 0.85}
{'loss': 1.6501, 'grad_norm': 0.4921407103538513, 'learning_rate': 6.214808253373224e-05, 'epoch': 0.85}
{'loss': 1.6556, 'grad_norm': 0.47172248363494873, 'learning_rate': 6.209866484375671e-05, 'epoch': 0.85}
{'loss': 1.6529, 'grad_norm': 0.48801189661026, 'learning_rate': 6.204923459706694e-05, 'epoch': 0.85}
{'loss': 1.6541, 'grad_norm': 0.4810439646244049, 'learning_rate': 6.199979184496452e-05, 'epoch': 0.85}
{'loss': 1.6478, 'grad_norm': 0.48260298371315, 'learning_rate': 6.19503366387641e-05, 'epoch': 0.85}
{'loss': 1.6593, 'grad_norm': 0.47873803973197937, 'learning_rate': 6.190086902979322e-05, 'epoch': 0.85}
{'loss': 1.651, 'grad_norm': 0.48154670000076294, 'learning_rate': 6.185138906939235e-05, 'epoch': 0.85}
{'loss': 1.6575, 'grad_norm': 0.49641910195350647, 'learning_rate': 6.18018968089147e-05, 'epoch': 0.85}
{'loss': 1.6549, 'grad_norm': 0.4778639078140259, 'learning_rate': 6.175239229972631e-05, 'epoch': 0.85}
{'loss': 1.6526, 'grad_norm': 0.4658983647823334, 'learning_rate': 6.170287559320588e-05, 'epoch': 0.85}
{'eval_loss': 1.6561263799667358, 'eval_runtime': 817.2566, 'eval_samples_per_second': 244.721, 'eval_steps_per_second': 30.59, 'epoch': 0.85}
{'loss': 1.6534, 'grad_norm': 0.4749111533164978, 'learning_rate': 6.16533467407448e-05, 'epoch': 0.85}
{'loss': 1.6544, 'grad_norm': 0.47861918807029724, 'learning_rate': 6.160380579374708e-05, 'epoch': 0.85}
{'loss': 1.6521, 'grad_norm': 0.47525426745414734, 'learning_rate': 6.155425280362923e-05, 'epoch': 0.86}
{'loss': 1.6496, 'grad_norm': 0.48643842339515686, 'learning_rate': 6.15046878218203e-05, 'epoch': 0.86}
{'loss': 1.6502, 'grad_norm': 0.4697716236114502, 'learning_rate': 6.145511089976181e-05, 'epoch': 0.86}
{'loss': 1.6511, 'grad_norm': 0.5003302693367004, 'learning_rate': 6.140552208890761e-05, 'epoch': 0.86}
{'loss': 1.657, 'grad_norm': 0.46745267510414124, 'learning_rate': 6.135592144072393e-05, 'epoch': 0.86}
{'loss': 1.6499, 'grad_norm': 0.47088101506233215, 'learning_rate': 6.130630900668925e-05, 'epoch': 0.86}
{'loss': 1.6497, 'grad_norm': 0.47497692704200745, 'learning_rate': 6.125668483829435e-05, 'epoch': 0.86}
{'loss': 1.6544, 'grad_norm': 0.4745000898838043, 'learning_rate': 6.120704898704211e-05, 'epoch': 0.86}
{'loss': 1.6531, 'grad_norm': 0.47633224725723267, 'learning_rate': 6.115740150444758e-05, 'epoch': 0.86}
{'loss': 1.6538, 'grad_norm': 0.4821188449859619, 'learning_rate': 6.110774244203786e-05, 'epoch': 0.86}
{'loss': 1.6557, 'grad_norm': 0.4923994541168213, 'learning_rate': 6.105807185135211e-05, 'epoch': 0.86}
{'loss': 1.6487, 'grad_norm': 0.4848758578300476, 'learning_rate': 6.1008389783941387e-05, 'epoch': 0.86}
{'loss': 1.6472, 'grad_norm': 0.47858211398124695, 'learning_rate': 6.0958696291368734e-05, 'epoch': 0.86}
{'loss': 1.6531, 'grad_norm': 0.4678104817867279, 'learning_rate': 6.090899142520897e-05, 'epoch': 0.86}
